"Source Name","BLAKE3 Hash Digest","SIMD Tier","Threads Used","Execution Time (s)","Throughput (MB/s)","File Size (bytes)","Data Source"
f0183144.jpg,"9fcd029d20636095efc3283176005bbe560ccd64b0e2dc0a5d823ec12c109561",AVX-512,12,0.000247,48.197,12483,2011-10-19-Sample.E01
f0183104.jpg,"82bf7bec0f58a8d548de46dbf4caccf56e46ed4038a78ece33b9e1087cec45b4",AVX-512,12,0.000255,69.296,18536,2011-10-19-Sample.E01
f0183056.jpg,"5d02ed93c1be57e9c31788d5858d79abe7d2e518ebae64d79b4c1a90ed0ff930",AVX-512,12,0.00028,74.706,21965,2011-10-19-Sample.E01
f0183008.jpg,"8d1afa39786fd554692073eb6da727d116b8e2ff4ac2c57ae65b46a952885ef4",AVX-512,12,0.00027,79.276,22436,2011-10-19-Sample.E01
f0182960.jpg,"63a9275b002aaf52432d9bc69c126e1e2c9017024af1d8fcc24400fd501ffd8b",AVX-512,12,0.000235,91.301,22517,2011-10-19-Sample.E01
f0182920.jpg,"4a5ad17c9cd447e4c7011250090ab0754e07fdadde30cc7ebfaca4c54b791db2",AVX-512,12,0.000237,73.028,18156,2011-10-19-Sample.E01
f0182888.jpg,"11c0c8a18f914241cd4953dd57931db31c105e967984e2d851d08201c99affab",AVX-512,12,0.000236,57.386,14225,2011-10-19-Sample.E01
f0182840.jpg,"dd66bc931d0fd9a1f01d5017ba525d676e7d9b1695ea9eb12e59b6d6dd1753f9",AVX-512,12,0.000264,79.555,22056,2011-10-19-Sample.E01
f0182808.jpg,"21f7978e9a68fd722306b4fcfd45666219573de6ac0d8d8db2f1caa67e8bd828",AVX-512,12,0.000295,40.536,12539,2011-10-19-Sample.E01
f0182760.jpg,"e4054049f85ff39e09d3503bc6f6c966416d2ed1f56f8180d49ecd190d2f4eab",AVX-512,12,0.000248,79.212,20632,2011-10-19-Sample.E01
f0182720.jpg,"f5d0efca4f98a78a8614b60d136f08ef2417e5a24439638d4579442d51799b5a",AVX-512,12,0.000236,70.688,17515,2011-10-19-Sample.E01
f0182712.jpg,"b83fde9a3b4212bf0478586f0643e115e7405aa0a8e2dd94b3ea00a182bb35dd",AVX-512,12,0.000325,5.593,1905,2011-10-19-Sample.E01
f0182704.jpg,"c82467a18b3bec6cf40d996476b20383bf192fa65de64ab174b3f14e12b407ac",AVX-512,12,0.000334,5.4,1889,2011-10-19-Sample.E01
f0182696.jpg,"b68b43f2c55885c93c0463db285d5c497fccdc8b3f4d78cfd48fae74f59fba0d",AVX-512,12,0.000244,7.703,1970,2011-10-19-Sample.E01
f0182688.jpg,"390b6e0a7a9a902661263caa1d51d4103824009f544099c2eadb1d3c05727d56",AVX-512,12,0.000234,8.03,1972,2011-10-19-Sample.E01
f0182680.jpg,"78b547f62c2e2b24694b3ac9f9a4d9a3baa46c8fb4938ab48b7c4d8831ce55b6",AVX-512,12,0.000277,9.364,2718,2011-10-19-Sample.E01
f0182664.jpg,"13fabcf650400053fd1b1c9059ccf8257bc91bc4336140bdb85296dbadbba728",AVX-512,12,0.00022,26.918,6221,2011-10-19-Sample.E01
f0182648.jpg,"017d9bbd17d542e7541c598425df2be15ebca208bbf02292475ff5d5c116ffa9",AVX-512,12,0.000237,25.693,6393,2011-10-19-Sample.E01
f0182640.jpg,"812bd53442532e7484665ef7498679c4b82fae1c51785b100a4de30ba1d6c875",AVX-512,12,0.000265,7.156,1990,2011-10-19-Sample.E01
f0182624.jpg,"4d6fa3fff85f878c2a5760de93233753571c194d0e12cbd82fb6df20f47d9ef7",AVX-512,12,0.000222,18.915,4409,2011-10-19-Sample.E01
f0182608.jpg,"5f3f02bce0f891ab6e56a56bcd9b5b6f0561080671cebe5bd4ab84412ff37d99",AVX-512,12,0.00022,28.087,6494,2011-10-19-Sample.E01
f0182592.jpg,"b88e588925cb08672dbdcaac8c59dd1b9f2815c87d55568b40c655063ac4c86a",AVX-512,12,0.00022,30.624,7055,2011-10-19-Sample.E01
f0182568.jpg,"d328955412eda9724929621edaa169201f354fca7d2c68982ed5d6eee0db8ef9",AVX-512,12,0.000248,40.289,10456,2011-10-19-Sample.E01
f0182544.jpg,"2eab99ac0b93a98d8df5b30e3babe8ef7e8c5e90b3f8357c5183ed4ff819ddb1",AVX-512,12,0.000322,27.773,9383,2011-10-19-Sample.E01
f0182520.jpg,"1cf7cad1d2299578f8033b51776515bd0945b1d62b5a960b9249f0497bee356d",AVX-512,12,0.000249,39.72,10354,2011-10-19-Sample.E01
f0182496.jpg,"30af4a2167418069715161a14d4bc0af04db3a48c23c7951be382347a7498fd7",AVX-512,12,0.000227,40.847,9714,2011-10-19-Sample.E01
f0182472.jpg,"24d3c0012ba39883a929ab025d579ecb8113220372b7b17e6e5301b6fd17ef33",AVX-512,12,0.000257,39.136,10563,2011-10-19-Sample.E01
f0182440.jpg,"e95cd4a02c0b2f15f9952b8a38e4268783474162bf5cbd3037ee2cb02d29c918",AVX-512,12,0.000274,55.701,15986,2011-10-19-Sample.E01
f0182416.jpg,"0af0c4698162cfdfe25bbc78962c82499587a92f7f73e61e08e721fba02a1134",AVX-512,12,0.000257,31.51,8498,2011-10-19-Sample.E01
f0182392.jpg,"a34fef2750bc7cddcb6b46b011c70ee171a95c820384ff948cfecb36e6eb2af0",AVX-512,12,0.000259,31.633,8591,2011-10-19-Sample.E01
f0182360.jpg,"9f8a7cbdc81dcf8ce6768c7c4da11aecd0879864c85814c587e649b998723460",AVX-512,12,0.000287,54.366,16378,2011-10-19-Sample.E01
f0182328.jpg,"5f51d2c07cda0c8a2c014cf72cd3bb384b2c7c9a44f50cb6d074526fe22b513d",AVX-512,12,0.000224,59.068,13843,2011-10-19-Sample.E01
f0182296.jpg,"424be6c6610de1785f749944a2bae920b2e352bd47e15e84fb8c2f407c14efb9",AVX-512,12,0.000234,54.103,13258,2011-10-19-Sample.E01
f0182272.jpg,"17e1665fa9e41225cc63b7ca86e280920ebc8f042348bcb9969e382cac54ce60",AVX-512,12,0.000249,31.753,8294,2011-10-19-Sample.E01
f0182240.jpg,"54b3198c3be6f195bec2bcbf84b570bd9819f5a4adb07d18712881fb3eb51b90",AVX-512,12,0.000321,44.909,15116,2011-10-19-Sample.E01
f0182208.jpg,"e2a032dc89df5f20e4604ce5f03593c7532c3a0f36c70015f46f97087048e950",AVX-512,12,0.000229,61.077,14666,2011-10-19-Sample.E01
f0182184.jpg,"ae98a938be91630d5f1e38ed4e11e64f051b126771dd50c730fa6ec8e8acf13f",AVX-512,12,0.000248,47.215,12288,2011-10-19-Sample.E01
f0182160.jpg,"ee73cde12d2b32c784b863c4c01da96fff44a29e894829ed86a356c1ba271da7",AVX-512,12,0.000239,37.733,9476,2011-10-19-Sample.E01
f0182136.jpg,"01d0fa9313af54074cefd4ecb9e73dae8ce1bbf5effdc2896eb05def568d8c26",AVX-512,12,0.000323,27.503,9318,2011-10-19-Sample.E01
f0182112.jpg,"3af9ba3c791ef5fd557e892aea45ded665f94826c0a0c2648a5b09f92d1729e6",AVX-512,12,0.00026,38.305,10435,2011-10-19-Sample.E01
f0182088.jpg,"36be99e9f49451442d4cdc5726c10cec9f9b1db2694f29a07e38d97a6e35d6d0",AVX-512,12,0.0003,26.69,8382,2011-10-19-Sample.E01
f0182072.jpg,"441d161e03aa0a0b87c2cfe27ced7a968776d50951903e5ffb0718780164df9c",AVX-512,12,0.000216,30.44,6904,2011-10-19-Sample.E01
f0182048.jpg,"9a7dcc1c235b1ea77a2c499e0d9d7eabfa921cab79aa5bd2a19ee95f25aaac34",AVX-512,12,0.00024,35.012,8811,2011-10-19-Sample.E01
f0182024.jpg,"641a60e48204f632e93e8906ad85fd18ea5ba14823eef01034e17fd96b25537e",AVX-512,12,0.000227,36.979,8798,2011-10-19-Sample.E01
f0182008.jpg,"5e2fe6aa0e82c043bb16c2cb0b3003cdd40e0ae6e758428262026fd3000faf88",AVX-512,12,0.000248,25.426,6620,2011-10-19-Sample.E01
f0181992.jpg,"afde8fd88d9fbeae9ea566fcbb5a7e866dc6eb62e66dab301301ee0ffbe37d7f",AVX-512,12,0.000257,24.207,6536,2011-10-19-Sample.E01
f0181976.jpg,"2dbc54c7303e9d7eb4b654dc7717f7b56ce05c1388bccf7d3fe3713bbc8e4169",AVX-512,12,0.000267,25.374,7112,2011-10-19-Sample.E01
f0181952.jpg,"7cc0eb85b21fa2b394adb8203343d65dab97c6a42fc44f7f58e895fedb8e83f8",AVX-512,12,0.000265,36.338,10086,2011-10-19-Sample.E01
f0181928.jpg,"15fda791f6ce612c67a914f3873438006dcdd49b5e7b823a32ef3e2636d122a9",AVX-512,12,0.000223,38.779,9076,2011-10-19-Sample.E01
f0181912.jpg,"c54c057252e9813d01775c0a70fdf75b2af42d095c6bd9dbdffb7eb391a7dafc",AVX-512,12,0.000235,28.338,6986,2011-10-19-Sample.E01
f0181896.jpg,"cbd2c55c0583eaa17de0b4f4508e8301c3c5187380f5c8d040ad383c1ec68851",AVX-512,12,0.000248,21.005,5458,2011-10-19-Sample.E01
f0181880.jpg,"a1e2d45085e5aba888e315b177cec64fb8c252c9ee13013e9ab8b43b7afc4185",AVX-512,12,0.000232,33.407,8120,2011-10-19-Sample.E01
f0181864.jpg,"3b2ef07778706df4f978c4d8ca90dfa1396c9b2fa8ec4d2f9304380f4cff9a65",AVX-512,12,0.000228,22.17,5291,2011-10-19-Sample.E01
f0181848.jpg,"28e790a2fa7e789f316400f50267244264c1835d4a8fc5991bb65b27b851ab88",AVX-512,12,0.000235,30.217,7430,2011-10-19-Sample.E01
f0181824.jpg,"1c70e40968a551bc2bd80a8fd678a8da93904f48a809ae08bf572fc9f1d544bc",AVX-512,12,0.000239,46.013,11541,2011-10-19-Sample.E01
f0181800.jpg,"29b4a1870eca14f0e68dbaa120a0dcd492172bff83066a89abf9d162d0568c2f",AVX-512,12,0.000212,39.844,8849,2011-10-19-Sample.E01
f0181776.jpg,"8c22c2351de149b5205cc518df19a4db470f60938ca3367e961395b67bca5b40",AVX-512,12,0.000253,42.52,11298,2011-10-19-Sample.E01
f0181760.jpg,"3d385f5d00f72916a2a012bc46573e0c73de41e8e1d60867427709daf38d8f32",AVX-512,12,0.000284,24.472,7298,2011-10-19-Sample.E01
f0181744.jpg,"fb3fa2b5e8479ad759ae661b54bcb06b23e28717e73b67f7d66d26274e2a1eb0",AVX-512,12,0.000212,26.106,5817,2011-10-19-Sample.E01
f0181720.jpg,"304d08289832eee16238018c3a2bf5806d60454a004604d0beeb27b2b3c7e74e",AVX-512,12,0.000315,26.769,8853,2011-10-19-Sample.E01
f0181696.jpg,"1298d7c24dec6c694b6f54f4abecfcde9e867b438e9b0e3b6e630bdcdac2449e",AVX-512,12,0.000255,43.326,11562,2011-10-19-Sample.E01
f0181672.jpg,"6881e14ea0489eec08b68901d65e21a1529e64d827a446c9df2394d778035c2a",AVX-512,12,0.000276,36.881,10662,2011-10-19-Sample.E01
f0181648.jpg,"1246076e83280b8aa25fd79c4d61657da4c9aa47ae1a248321c1e333f528769c",AVX-512,12,0.000321,30.035,10116,2011-10-19-Sample.E01
f0181624.jpg,"8dc5745584535a09bf6a08aa59bbcd117478d0faccc501630865375f5a288c44",AVX-512,12,0.000234,41.061,10062,2011-10-19-Sample.E01
f0181600.jpg,"dfe1e700b275ccef14104ee71d4ec4bdbc7cd479041e6488f235ddcb8cd161b5",AVX-512,12,0.000257,32.92,8868,2011-10-19-Sample.E01
f0181576.jpg,"9a18b89e6a5045394c9159e3c744aa5be7aa41724aba5730192c7bbe1599253b",AVX-512,12,0.000237,40.061,9943,2011-10-19-Sample.E01
f0181544.jpg,"20c0aee088710a343b63221e0f2fd42e58a407918ada31c538e8d0bf82be6c52",AVX-512,12,0.000257,53.544,14418,2011-10-19-Sample.E01
f0181512.jpg,"ea7d8dd5cd08d9931cd642c5b8b267aa10f0e3f7f796dcfb8a681af071cf2c1f",AVX-512,12,0.000424,33.211,14769,2011-10-19-Sample.E01
f0181488.jpg,"e8b6c4ad5edc2c2569727bb40e83f6b19f9795b6740645fa4412eacc242e5c7a",AVX-512,12,0.000247,43.194,11178,2011-10-19-Sample.E01
f0181464.jpg,"8d448f7eb4e152f50460f88c2a263a680e872c2404eafc520e5f1a63ec0908b3",AVX-512,12,0.000308,35.659,11524,2011-10-19-Sample.E01
f0181432.jpg,"292f98daa372d3dbc789db4ae2ad1bdc6214327f74b4817600533a7ffd9ea6bf",AVX-512,12,0.000287,45.555,13695,2011-10-19-Sample.E01
f0181400.jpg,"3e7d711ded593418978a761473f9d91ae02c312c3b8a750bb4688e517deb8608",AVX-512,12,0.00029,45.955,13955,2011-10-19-Sample.E01
f0181384.jpg,"e9d2b95fa12ccc48d1ddc135f47c61ee573dcc6cc2790560a0f69b0bded1a9aa",AVX-512,12,0.00028,23.106,6784,2011-10-19-Sample.E01
f0181368.jpg,"c047c73ff9cddcff23ad50337334811d4a57729c0b4329b7770e3247245068bb",AVX-512,12,0.000227,22.279,5310,2011-10-19-Sample.E01
f0181344.jpg,"0bd6fff8e5189c7caaf23ec558d4b43a0904d7c0229194b9c5633c6fc7db9736",AVX-512,12,0.000254,32.001,8540,2011-10-19-Sample.E01
f0181320.jpg,"ec5d2a0c3718a1c6b53312dd1b64e28def881d791cc0db69727087352f57f9fb",AVX-512,12,0.000219,41.301,9480,2011-10-19-Sample.E01
f0181296.jpg,"da9ff21c6b7b2be7830b32da0b6e0f4e237c5bf678956cd386596560b651b6ca",AVX-512,12,0.000256,30.924,8285,2011-10-19-Sample.E01
f0181288.jpg,"32212e2e1b1efe79f76286c21e9874792cd7517624a17d7cee63191d53d198d9",AVX-512,12,0.000255,12.062,3229,2011-10-19-Sample.E01
f0181280.jpg,"19736df6b3bef5e42010682058f6b582619fd79fc5881f176977d71d010f4f0f",AVX-512,12,0.000289,6.9,2093,2011-10-19-Sample.E01
f0181272.jpg,"318aceb938b0a0ae602e1bacf960f5530d6580392befffa66cf28b361637fd9a",AVX-512,12,0.000217,12.832,2913,2011-10-19-Sample.E01
f0181248.jpg,"8ee4d4d8f0c4b7c3bd9f817bc456d4df6af039442e7c423ecb3a0f4dd4ca29bd",AVX-512,12,0.000232,45.877,11170,2011-10-19-Sample.E01
f0181224.jpg,"89c11cf720249de4eef8702e1f5e74999f2e473c4cb8026dff3b9a70a31c4435",AVX-512,12,0.000259,33.73,9171,2011-10-19-Sample.E01
f0181192.jpg,"13f7c8b073a7122af59ab241eedafc94c9f50d8e18cfe6f86cfa0175bcaee4f5",AVX-512,12,0.00023,51.852,12478,2011-10-19-Sample.E01
f0181160.jpg,"ddefc63ee4aa008dd7055fde1dd1ada7907fa3a362b1d41b648342d83c221058",AVX-512,12,0.000262,44.943,12366,2011-10-19-Sample.E01
f0181128.jpg,"d67edecc4d3ed1f31b669c2f710a4d6c4b4902a7de3d64ebba6970ca2ecd2f9e",AVX-512,12,0.000238,52.656,13141,2011-10-19-Sample.E01
f0181104.jpg,"be27b184819af0deb6b93c14a4627e73df5a0982018eb29fc6ae352fd83518a4",AVX-512,12,0.000245,44.541,11438,2011-10-19-Sample.E01
f0181072.jpg,"5e0aa89b8fcdad833fd7fc070f83cdd9bcb5160f8cbbdd9151faf44444d97557",AVX-512,12,0.000257,46.791,12629,2011-10-19-Sample.E01
f0181048.jpg,"41fa8291d6168315c5bab4d27b1a154561f54f2fa8324fdb339720646e303f24",AVX-512,12,0.000297,32.28,10053,2011-10-19-Sample.E01
f0181024.jpg,"3815c7c5df7955e93ec6f529b0a29ea53ae61e900a96af87173e1a0a0ef873a2",AVX-512,12,0.000238,42.891,10704,2011-10-19-Sample.E01
f0181000.jpg,"a500a6a265b6e6a25dbd06e4c686593d88e03d89761752a8fbfad5a6527acc37",AVX-512,12,0.000235,47.753,11772,2011-10-19-Sample.E01
f0180968.jpg,"cd4cbf57b4a794784d98ac3715a4545d3979d976f592df6102ca436a686a7256",AVX-512,12,0.000239,57.647,14447,2011-10-19-Sample.E01
f0180944.jpg,"a8b0b7aa66886ce7238ccfbfc5cfce74ff6c49f28af8c0ce1db446472d70febf",AVX-512,12,0.000246,34.9,9017,2011-10-19-Sample.E01
f0180904.jpg,"a783ec96af7e72eab4d61fe345518a8088e48057a73b2e07c230646d7b67926f",AVX-512,12,0.000206,76.669,16537,2011-10-19-Sample.E01
f0180872.jpg,"391071e6eeb015236b3d5cb99399cd0b74903c83fbe816c301277de9aa59ef12",AVX-512,12,0.000267,48.907,13713,2011-10-19-Sample.E01
f0180848.jpg,"23c01e8cc566cd64187793ae9f7a128b64d89cb1c01f91cdf1dc1d04a848586e",AVX-512,12,0.000249,37.928,9891,2011-10-19-Sample.E01
f0180832.jpg,"85e58be2f5cdcced432324c60d5bdc78671bc23fc5b73234c0af1e90f1335aab",AVX-512,12,0.000236,27.173,6733,2011-10-19-Sample.E01
f0180792.jpg,"d708fb4cb373075b4465fd728e6249de4e9bb34e914689b2c92a0f1edff0285b",AVX-512,12,0.000263,60.636,16722,2011-10-19-Sample.E01
f0180760.jpg,"72fdc0029743cfbd7c0b6b91292c452549af4eaeeb7fb10e7cadd9d273bc034d",AVX-512,12,0.00032,39.5,13254,2011-10-19-Sample.E01
f0180736.jpg,"e011479ae1989eb3c8736ea1080c83f4a49109c28531e8b4f7a427aa74913472",AVX-512,12,0.000217,42.808,9754,2011-10-19-Sample.E01
f0180720.jpg,"c5a6c1d09faf1fe41e2e7dc971cb73c72b42a95b92c4779666bd6534e79a4d9d",AVX-512,12,0.000231,17.624,4269,2011-10-19-Sample.E01
f0180696.jpg,"65a54be694cb04bc0ff5ba32a575221c055e8d34a0d5f2dc25f0b96112c4d7da",AVX-512,12,0.000238,33.702,8400,2011-10-19-Sample.E01
f0180672.jpg,"9a75e58e993615ed4f13e1433ffc622770f4b8aa5d462e9f7eea89cce72c9ab9",AVX-512,12,0.000239,48.683,12180,2011-10-19-Sample.E01
f0180648.jpg,"4061d1355466357d46e0a87d4f2cd6e056445fd709203664da4d4afc4dc6fff7",AVX-512,12,0.000253,45.521,12081,2011-10-19-Sample.E01
f0180632.jpg,"b270cb7f1649979d660e1f2425f92a10ab15f7cb2b7e74d90785c76a33ec7845",AVX-512,12,0.000248,30.996,8067,2011-10-19-Sample.E01
f0180608.jpg,"3a74150bf0ed6e7a333a83b0a7e5e31ce3ff311ccdb5cc88a7d8f51a9bfb917a",AVX-512,12,0.000253,33.186,8804,2011-10-19-Sample.E01
f0180592.jpg,"46a416b73f7ded56e3ba1255bc84e750795e193511b143dcd8ac9110c04cc747",AVX-512,12,0.000226,28.023,6635,2011-10-19-Sample.E01
f0180568.jpg,"5a0e17006485303ee9577203fd63dee1fd265014dc0b4f9827fc61504e9e801d",AVX-512,12,0.000219,40.218,9244,2011-10-19-Sample.E01
f0180544.jpg,"93b7cceb983cd946127747fe7e3da81f44ec9c53a35cbe26373fc40a87fb9eef",AVX-512,12,0.000227,47.264,11270,2011-10-19-Sample.E01
f0180528.jpg,"f50c604b2bdeba85546ad4582800c649e1be42b6fc981c1a825aa97b8f1a0821",AVX-512,12,0.000243,30.271,7710,2011-10-19-Sample.E01
f0180504.jpg,"16e9cd343046b1d0f94a239c5142451eb58fa386f0d8a144c5510534467abf3c",AVX-512,12,0.000231,37.095,8989,2011-10-19-Sample.E01
f0180480.jpg,"2a6f3e6a60569fac66212c4b777e789e5252b90838353a5d7f18f41f42e3b7a7",AVX-512,12,0.000244,37.568,9604,2011-10-19-Sample.E01
f0180456.jpg,"69c6199d8f0832048713848a443f80aadb42c5b954f62aaac5dd7aebc72c5367",AVX-512,12,0.000226,39.27,9298,2011-10-19-Sample.E01
f0180432.jpg,"aa335ad75c35f62352e07025469e2bd60d5ad3148f547519334cdaed51d68154",AVX-512,12,0.000256,35.405,9515,2011-10-19-Sample.E01
f0180408.jpg,"6354ec21d6ecc34233a30c6b13f14bbe7dd68f16f952f0d884528c4c62ac2197",AVX-512,12,0.000224,49.304,11560,2011-10-19-Sample.E01
f0180376.jpg,"41661afe5bc05f6f43a10bbde56e6a7f0a14c3542c1040cafb3827969a1dd38e",AVX-512,12,0.000271,44.078,12530,2011-10-19-Sample.E01
f0180344.jpg,"2541ea4d07f7b4367237139173d0f946e25b13887b593f703f6ce54d120e511b",AVX-512,12,0.000244,50.486,12901,2011-10-19-Sample.E01
f0180312.jpg,"3b2bbdc7d6c158a38049b71499e491c5579b8b087600b9f011d0216293bb25f6",AVX-512,12,0.000228,53.537,12777,2011-10-19-Sample.E01
f0180288.jpg,"0abda068231e6c0dad9e81dffc892ea4be35bf92c8196151b857d71303facaea",AVX-512,12,0.000236,42.031,10388,2011-10-19-Sample.E01
f0180264.jpg,"5270c181c8645cae3ce27ac8219f396b71a7c493cb696273df1644462e3e816d",AVX-512,12,0.00034,34.197,12181,2011-10-19-Sample.E01
f0180232.jpg,"ccc8a2d7046e097953472a3de5cb9d7765ea88ff7348fc3df21c0eb2cad1bb20",AVX-512,12,0.000261,48.445,13233,2011-10-19-Sample.E01
f0180216.jpg,"7ffadbe2d1b13cf55f4339b2c3d50840d530782ee2e4e2b9e2ededf46ba8b8e5",AVX-512,12,0.000228,30.479,7290,2011-10-19-Sample.E01
f0180200.jpg,"44e1e3cdbec26a2934b14986a212e6a1cb347c40d4b0d674b229c97c80a00fab",AVX-512,12,0.000239,18.606,4655,2011-10-19-Sample.E01
f0180160.jpg,"052e72da9265d2ce74609b7ad18830426dd5fcfa0b4333f47858a90f4e564124",AVX-512,12,0.000243,65.381,16680,2011-10-19-Sample.E01
f0180120.jpg,"fe747f9f4f19bb16b91688d524ec2f7e626891620108ededcccf2d31b09a896d",AVX-512,12,0.000232,71.25,17348,2011-10-19-Sample.E01
f0180080.jpg,"7e22c483ac7513e2f8b18f46ac3180eef6282f12d4396e3a4d0d3aeda2e8eb69",AVX-512,12,0.000292,53.853,16506,2011-10-19-Sample.E01
f0180056.jpg,"43cc8fe4a94ef0e3b76b600839966357b693ac8f95a43434e9950392b27fb69c",AVX-512,12,0.000276,32.313,9338,2011-10-19-Sample.E01
f0180032.jpg,"412a5cf635989addea88d44b257c145e7e1ee95ec1deb5e966da116b0e162ce3",AVX-512,12,0.000298,32.37,10125,2011-10-19-Sample.E01
f0180000.h,"fcac83db0a6ecc63ba216af38e046a56a1482db163dce267c8f12c875d4c2fb2",AVX-512,12,0.000222,62.35,14501,2011-10-19-Sample.E01
f0179880.h,"587a111eb6227b62cb0b6879b34fb13be34c3d281eb560c6ec0cbaaa20bf858b",AVX-512,12,0.000722,80.429,60874,2011-10-19-Sample.E01
f0179872.gif,"f8bce009c7254cce20a6495fa32b6a120cb8b44e2dff5c881582cdda036a7eb8",AVX-512,12,0.000209,4.684,1026,2011-10-19-Sample.E01
f0179768.h,"1c18e10c8602885ca20ca3fcb9f18f8d3ef1722dee0a50ef99be41da013d603a",AVX-512,12,0.000694,71.447,51970,2011-10-19-Sample.E01
f0179760.h,"9ef1691bc11526941444879db76ccfeffe2e4946bf51e5fae5be206bd709d6fa",AVX-512,12,0.000234,8.434,2073,2011-10-19-Sample.E01
"f0179712_Twitter_For_Websites_Tweet_Button.html","b4314b22b4f27fff970808a135b8bb400bff72bb5710bc37c86048c30f65cc14",AVX-512,12,0.000244,83.275,21306,2011-10-19-Sample.E01
f0179688.jpg,"d262bd7d974f67c3c86fb2da53fb0b3065a276f5356f145263755592128059b8",AVX-512,12,0.000246,41.057,10569,2011-10-19-Sample.E01
f0179024.h,"a9c5270e5c4cc76e1cbe900c1cdaeb54c29b0b7a6dc87a83bd46588a5deaa35f",AVX-512,12,0.001022,314.433,336960,2011-10-19-Sample.E01
f0178992.h,"00a7df346bea6bff47a20f375e83ad877f670da322e3560c142ecd04f2a0a8ff",AVX-512,12,0.000261,58.703,16041,2011-10-19-Sample.E01
f0178968.txt,"cbd1ac5d17756075bc52dde0ede06a6cc29195c3ac6fdbe1368460413307354e",AVX-512,12,0.00025,38.265,10043,2011-10-19-Sample.E01
f0178944.txt,"cbd1ac5d17756075bc52dde0ede06a6cc29195c3ac6fdbe1368460413307354e",AVX-512,12,0.000228,41.971,10043,2011-10-19-Sample.E01
f0178936.png,"020a3459256efe21d9afd7a2461372be75874202878054e998a29ea15cdbccc6",AVX-512,12,0.000216,5.585,1265,2011-10-19-Sample.E01
f0178928.jpg,"e25eab617e87942e84c6113ddc00064068e2f6ef0322b3a6dfa09e2066fe7607",AVX-512,12,0.000235,5.176,1275,2011-10-19-Sample.E01
f0178920.jpg,"71d94c9dee1c79b8cf94076e9a846482a70dcd94ea1afedf93a10de3abeedddb",AVX-512,12,0.000252,6.901,1822,2011-10-19-Sample.E01
f0178912.jpg,"47bd655d7f37a9a98c00d809451afccd41d0f05b1f01752965bff94f1c606ec5",AVX-512,12,0.00026,4.64,1266,2011-10-19-Sample.E01
f0178888.h,"7f72de6d8c1ef3bc1468e2b6633e2f0aea332a00519601163a3f639dc8dd460a",AVX-512,12,0.000272,32.503,9260,2011-10-19-Sample.E01
f0178880.gif,"0ddd88dec04a45ec43e537cf7838767e29e77d7529aa2bec8a84fb7071fe14e2",AVX-512,12,0.000233,3.944,962,2011-10-19-Sample.E01
f0178872.png,"a106c8d5de08be827eccf193ea30df3ec4df6dbc39da1e312d196a824f608d4d",AVX-512,12,0.000218,5.484,1253,2011-10-19-Sample.E01
f0178856.gif,"c950512173d6a6b0ae8a2cfab37e03451076b9d98c71e57e5d9cf96b2049b5f0",AVX-512,12,0.000251,19.837,5223,2011-10-19-Sample.E01
f0178840.h,"300f89a6892d4987c6bd95742a0a9eb47a9e93c5c42f9a1b8aa0c4806ae14129",AVX-512,12,0.000236,27.106,6722,2011-10-19-Sample.E01
f0178832.gif,"6e0bd575ad19af66ef29f472befbcb8567c3284a96bc17596ecee4ccfac369f8",AVX-512,12,0.000237,13.163,3267,2011-10-19-Sample.E01
f0178760.txt,"b89c6ff95f5b2a97c83baa8f246310168a05f76fd4347a44035f601c50e78238",AVX-512,12,0.00027,20.191,5710,2011-10-19-Sample.E01
f0178696.jpg,"037238eb1fe5758034eba12aba59f7685c37650ad1dfdeb9a2d2d0d77a4b329e",AVX-512,12,0.000247,14.384,3730,2011-10-19-Sample.E01
f0178688.png,"770a8629f2c531de4097d3b9de5c8f1a8463305105328b78c802439b1d9eb67f",AVX-512,12,0.000248,15.493,4037,2011-10-19-Sample.E01
f0178672.jpg,"9d5676336bcdb96bd124b2e9a6a791e0b4e5f560588e1dc88cf6bb79b5615aef",AVX-512,12,0.000296,13.54,4201,2011-10-19-Sample.E01
f0178656.jpg,"54c524f1980696d1bd39b4bc7ed2280cee6409cc6912ad90ce0f0612d2e42cce",AVX-512,12,0.000256,15.283,4109,2011-10-19-Sample.E01
f0178648.jpg,"6b4f66497334ae3f7e63930a912308093c26c49b19b856c0c2d6d3d7dc12813b",AVX-512,12,0.000259,14.911,4051,2011-10-19-Sample.E01
f0178640.jpg,"83f0a57323efce23ddf3d799a5ea1a092a70aeab30213049edc5125c12dab7a7",AVX-512,12,0.000222,16.643,3876,2011-10-19-Sample.E01
f0178624.h,"ce569f74172c4bed147d4a66003c0e97c6c351846312c291bd8f7d73c15d0447",AVX-512,12,0.00028,15.223,4463,2011-10-19-Sample.E01
f0178568.txt,"1aca9078aea9ec202587ea3d116e9dae23b20e3e55da13ca1b79fc942464ffc1",AVX-512,12,0.000272,96.958,27613,2011-10-19-Sample.E01
f0178552.h,"ce569f74172c4bed147d4a66003c0e97c6c351846312c291bd8f7d73c15d0447",AVX-512,12,0.00037,11.497,4463,2011-10-19-Sample.E01
f0178288.gif,"9950790b71e869646eed62d38568a7b0ce15d4a1c0cc145b70929bad8d496d47",AVX-512,12,0.000223,4.544,1061,2011-10-19-Sample.E01
